;ano;turno;tipo_eleicao;sigla_uf;id_municipio;id_municipio_tse;cargo;sigla_partido;numero_candidato;sequencial_candidato;id_candidato_bd;resultado;votos;total_votos;%votos;dif_votos;Aderencia;Governismo;RDD
564;2020;1;eleicao ordinaria;SP;3521150;62243;prefeito;DEM;25;250001026718;934976;eleito;1858;3318;0.55998;0.11996000000000001;93;1;1
565;2020;1;eleicao ordinaria;SP;3500402;61077;prefeito;PSDB;45;250001117641;1755091;nao eleito;1941;4416;0.43954;0.06114000000000003;92;0;1
566;2020;1;eleicao ordinaria;SP;3500402;61077;prefeito;PSC;20;250001112695;1491379;eleito;2211;4416;0.50068;0.06114000000000003;93;1;1
567;2020;1;eleicao ordinaria;SP;3535408;68098;prefeito;PSDB;45;250001009076;698825;eleito;3382;7702;0.43911;0.07518000000000002;92;0;1
568;2020;1;eleicao ordinaria;SP;3535408;68098;prefeito;CIDADANIA;23;250001165900;1710696;nao eleito;2803;7702;0.36393;0.07518000000000002;87;1;1
569;2020;1;eleicao ordinaria;SP;3504305;61859;prefeito;PSDB;45;250001065943;113897;eleito;1355;3089;0.43865;0.14276;92;0;1
570;2020;1;eleicao ordinaria;SP;3504305;61859;prefeito;PSD;55;250001253969;1377217;nao eleito;914;3089;0.29589;0.14276;90;1;1
571;2020;1;eleicao ordinaria;SP;3503505;61697;prefeito;PSDB;45;250000893645;831907;nao eleito;1125;2565;0.4386;0.028849999999999987;92;0;1
572;2020;1;eleicao ordinaria;SP;3503505;61697;prefeito;MDB;15;250000997003;1372017;eleito;1199;2565;0.46745;0.028849999999999987;91;1;1
575;2020;1;eleicao ordinaria;SP;3526506;66311;prefeito;PSDB;45;250001104267;670251;eleito;1351;3083;0.43821;0.06681999999999999;92;0;1
576;2020;1;eleicao ordinaria;SP;3526506;66311;prefeito;PV;43;250000992149;936659;nao eleito;1145;3083;0.37139;0.06681999999999999;68;1;1
577;2020;1;eleicao ordinaria;SP;3502804;61557;prefeito;PSDB;45;250000869880;1352770;eleito;41161;94036;0.43772;0.16463;92;0;1
578;2020;1;eleicao ordinaria;SP;3502804;61557;prefeito;MDB;15;250001093625;1035965;nao eleito;25680;94036;0.27309;0.16463;91;1;1
579;2020;1;eleicao ordinaria;SP;3517604;64530;prefeito;PSDB;45;250000983896;907235;nao eleito;4703;10775;0.43647;0.12705999999999995;92;0;1
580;2020;1;eleicao ordinaria;SP;3517604;64530;prefeito;DEM;25;250000746039;1788095;eleito;6072;10775;0.56353;0.12705999999999995;93;1;1
583;2020;1;eleicao ordinaria;SP;3531605;67334;prefeito;PSDB;45;250001271202;578525;nao eleito;1247;2872;0.43419;0.09993000000000002;92;0;1
584;2020;1;eleicao ordinaria;SP;3531605;67334;prefeito;DEM;25;250001165846;1483210;eleito;1534;2872;0.53412;0.09993000000000002;93;1;1
585;2020;1;eleicao ordinaria;SP;3515400;64092;prefeito;PSDB;45;250000937218;28214;eleito;4145;9568;0.43321;0.03761999999999999;92;0;1
586;2020;1;eleicao ordinaria;SP;3515400;64092;prefeito;PTB;14;250000998499;1155719;nao eleito;3785;9568;0.39559;0.03761999999999999;90;1;1
587;2020;1;eleicao ordinaria;SP;3503356;62065;prefeito;PSDB;45;250000640558;656620;nao eleito;864;1998;0.43243;0.13514000000000004;92;0;1
588;2020;1;eleicao ordinaria;SP;3503356;62065;prefeito;PV;43;250000634790;1148902;eleito;1134;1998;0.56757;0.13514000000000004;68;1;1
591;2020;1;eleicao ordinaria;SP;3545308;70076;prefeito;PSDB;45;250000855391;142024;eleito;8654;20112;0.43029;0.18198;92;0;1
592;2020;1;eleicao ordinaria;SP;3545308;70076;prefeito;PTB;14;250001018919;1192406;nao eleito;4994;20112;0.24831;0.18198;90;1;1
593;2020;1;eleicao ordinaria;SP;3528106;66630;prefeito;PSDB;45;250000992594;1320164;nao eleito;1981;4623;0.42851;0.14298000000000005;92;0;1
594;2020;1;eleicao ordinaria;SP;3528106;66630;prefeito;PV;43;250000996690;140139;eleito;2642;4623;0.57149;0.14298000000000005;68;1;1
595;2020;1;eleicao ordinaria;SP;3503307;61654;prefeito;PSDB;45;250000784848;1691226;eleito;25697;60013;0.42819;0.1381;92;0;1
596;2020;1;eleicao ordinaria;SP;3503307;61654;prefeito;PTB;14;250001159064;105223;nao eleito;17409;60013;0.29009;0.1381;90;1;1
597;2020;1;eleicao ordinaria;SP;3527900;66591;prefeito;PSDB;45;250000726783;1679952;nao eleito;799;1868;0.42773;0.14453999999999995;92;0;1
598;2020;1;eleicao ordinaria;SP;3527900;66591;prefeito;PTB;14;250000768026;1438103;eleito;1069;1868;0.57227;0.14453999999999995;90;1;1
599;2020;1;eleicao ordinaria;SP;3535002;68012;prefeito;PSDB;45;250000884210;1115208;eleito;3001;7018;0.42761;0.0711;92;0;1
600;2020;1;eleicao ordinaria;SP;3535002;68012;prefeito;PTB;14;250001055429;1501901;nao eleito;2502;7018;0.35651;0.0711;90;1;1
601;2020;1;eleicao ordinaria;SP;3509809;62979;prefeito;PSDB;45;250000869952;1557690;nao eleito;1325;3106;0.42659;0.14681999999999995;92;0;1
602;2020;1;eleicao ordinaria;SP;3509809;62979;prefeito;PSD;55;250000897210;1708551;eleito;1781;3106;0.57341;0.14681999999999995;90;1;1
603;2020;1;eleicao ordinaria;SP;3503000;61590;prefeito;PSDB;45;250001239152;1310494;nao eleito;1566;3672;0.42647;0.09040999999999999;92;0;1
604;2020;1;eleicao ordinaria;SP;3503000;61590;prefeito;PSD;55;250001062048;1440137;eleito;1898;3672;0.51688;0.09040999999999999;90;1;1
605;2020;1;eleicao ordinaria;SP;3507159;61786;prefeito;PSDB;45;250000644917;951129;nao eleito;1150;2705;0.42514;0.14972000000000002;92;0;1
606;2020;1;eleicao ordinaria;SP;3507159;61786;prefeito;PTB;14;250000780816;1334674;eleito;1555;2705;0.57486;0.14972000000000002;90;1;1
607;2020;1;eleicao ordinaria;SP;3530300;67075;prefeito;PSDB;45;250000908929;671801;eleito;11708;27604;0.42414;0.22004;92;0;1
608;2020;1;eleicao ordinaria;SP;3530300;67075;prefeito;MDB;15;250000820111;778577;nao eleito;5634;27604;0.2041;0.22004;91;1;1
611;2020;1;eleicao ordinaria;SP;3503703;61735;prefeito;PSDB;45;250001212187;1381572;nao eleito;2302;5486;0.41961;0.03026000000000001;92;0;1
612;2020;1;eleicao ordinaria;SP;3503703;61735;prefeito;PTB;14;250001212959;;eleito;2468;5486;0.44987;0.03026000000000001;90;1;1
613;2020;1;eleicao ordinaria;SP;3513702;63754;prefeito;PSDB;45;250000760936;1740657;nao eleito;6591;15791;0.41739;0.013990000000000002;92;0;1
614;2020;1;eleicao ordinaria;SP;3513702;63754;prefeito;PL;22;250001067951;601265;eleito;6812;15791;0.43138;0.013990000000000002;90;1;1
615;2020;1;eleicao ordinaria;SP;3549706;70955;prefeito;PSDB;45;250001191553;958008;nao eleito;10941;26247;0.41685;0.10381999999999997;92;0;1
616;2020;1;eleicao ordinaria;SP;3549706;70955;prefeito;PTB;14;250000744000;1664493;eleito;13666;26247;0.52067;0.10381999999999997;90;1;1
617;2020;1;eleicao ordinaria;SP;3540200;69051;prefeito;PSDB;45;250000631784;1383624;nao eleito;7953;19240;0.41336;0.10425999999999996;92;0;1
618;2020;1;eleicao ordinaria;SP;3540200;69051;prefeito;PSL;17;250000688664;1714549;eleito;9959;19240;0.51762;0.10425999999999996;97;1;1
619;2020;1;eleicao ordinaria;SP;3551108;71234;prefeito;PSDB;45;250000795463;1780107;eleito;2297;5571;0.41231;0.004840000000000011;92;0;1
620;2020;1;eleicao ordinaria;SP;3551108;71234;prefeito;MDB;15;250000795812;1056006;nao eleito;2270;5571;0.40747;0.004840000000000011;91;1;1
621;2020;1;eleicao ordinaria;SP;3518859;61107;prefeito;PSDB;45;250001175421;1678191;nao eleito;1763;4320;0.4081;0.18379999999999996;92;0;1
622;2020;1;eleicao ordinaria;SP;3518859;61107;prefeito;PL;22;250000654417;875501;eleito;2557;4320;0.5919;0.18379999999999996;90;1;1
623;2020;1;eleicao ordinaria;SP;3535309;68071;prefeito;PSDB;45;250000857874;127546;eleito;5029;12373;0.40645;0.04953999999999997;92;0;1
624;2020;1;eleicao ordinaria;SP;3535309;68071;prefeito;PSD;55;250001152894;554651;nao eleito;4416;12373;0.35691;0.04953999999999997;90;1;1
625;2020;1;eleicao ordinaria;SP;3536604;68330;prefeito;PSDB;45;250000889209;1652880;nao eleito;1986;4907;0.40473;0.01202000000000003;92;0;1
626;2020;1;eleicao ordinaria;SP;3536604;68330;prefeito;PTB;14;250000888574;1757901;eleito;2045;4907;0.41675;0.01202000000000003;90;1;1
627;2020;1;eleicao ordinaria;SP;3520426;62006;prefeito;PSDB;45;250000652286;1410908;eleito;3452;8569;0.40285;0.08868999999999999;92;0;1
628;2020;1;eleicao ordinaria;SP;3520426;62006;prefeito;DEM;25;250001114412;1457167;nao eleito;2692;8569;0.31416;0.08868999999999999;93;1;1
629;2020;1;eleicao ordinaria;SP;3522604;65536;prefeito;PSDB;45;250001108431;516307;nao eleito;14427;35865;0.40226;0.14111;92;0;1
630;2020;1;eleicao ordinaria;SP;3522604;65536;prefeito;PSD;55;250000985545;821087;eleito;19488;35865;0.54337;0.14111;90;1;1
631;2020;1;eleicao ordinaria;SP;3515301;64076;prefeito;PSDB;45;250001096339;725323;nao eleito;872;2168;0.40221;0.12547000000000003;92;0;1
632;2020;1;eleicao ordinaria;SP;3515301;64076;prefeito;CIDADANIA;23;250001078238;1274990;eleito;1144;2168;0.52768;0.12547000000000003;87;1;1
633;2020;1;eleicao ordinaria;SP;3539806;68977;prefeito;PSDB;45;250000971510;1120444;eleito;23446;58301;0.40215;0.17495;92;0;1
634;2020;1;eleicao ordinaria;SP;3539806;68977;prefeito;AVANTE;70;250000775195;9833;nao eleito;13246;58301;0.2272;0.17495;74;1;1
635;2020;1;eleicao ordinaria;SP;3533205;67652;prefeito;PSDB;45;250001082948;120871;nao eleito;1081;2697;0.40082;0.16980999999999996;92;0;1
636;2020;1;eleicao ordinaria;SP;3533205;67652;prefeito;PTB;14;250001241131;1338653;eleito;1539;2697;0.57063;0.16980999999999996;90;1;1
641;2020;1;eleicao ordinaria;SP;3542206;69450;prefeito;PSDB;45;250001165689;1114178;nao eleito;6689;16749;0.39937;0.015519999999999978;92;0;1
642;2020;1;eleicao ordinaria;SP;3542206;69450;prefeito;DEM;25;250000634989;1287385;eleito;6949;16749;0.41489;0.015519999999999978;93;1;1
643;2020;1;eleicao ordinaria;SP;3542701;69558;prefeito;PSDB;45;250001187812;1014612;nao eleito;2086;5230;0.39885;0.20229999999999998;92;0;1
644;2020;1;eleicao ordinaria;SP;3542701;69558;prefeito;PTB;14;250001054986;79121;eleito;3144;5230;0.60115;0.20229999999999998;90;1;1
645;2020;1;eleicao ordinaria;SP;3517802;64572;prefeito;PSDB;45;250001102304;80225;eleito;1932;4894;0.39477;0.03882000000000002;92;0;1
646;2020;1;eleicao ordinaria;SP;3517802;64572;prefeito;PL;22;250001086790;1269429;nao eleito;1742;4894;0.35595;0.03882000000000002;90;1;1
647;2020;1;eleicao ordinaria;SP;3539103;68837;prefeito;PSDB;45;250000797007;1399890;nao eleito;4007;10230;0.39169;0.07918000000000003;92;0;1
648;2020;1;eleicao ordinaria;SP;3539103;68837;prefeito;PSD;55;250000797382;1526374;eleito;4817;10230;0.47087;0.07918000000000003;90;1;1
649;2020;1;eleicao ordinaria;SP;3506102;62219;prefeito;PSDB;45;250000889509;1127719;nao eleito;14358;36737;0.39083;0.011709999999999998;92;0;1
650;2020;1;eleicao ordinaria;SP;3506102;62219;prefeito;DEM;25;250000889806;1593441;eleito;14788;36737;0.40254;0.011709999999999998;93;1;1
651;2020;1;eleicao ordinaria;SP;3549003;70815;prefeito;PSDB;45;250001015918;951490;nao eleito;783;2004;0.39072;0.21856000000000003;92;0;1
652;2020;1;eleicao ordinaria;SP;3549003;70815;prefeito;PTB;14;250000897478;347251;eleito;1221;2004;0.60928;0.21856000000000003;90;1;1
653;2020;1;eleicao ordinaria;SP;3526308;66273;prefeito;PSDB;45;250000750872;425962;nao eleito;1564;4003;0.39071;0.21858;92;0;1
654;2020;1;eleicao ordinaria;SP;3526308;66273;prefeito;PL;22;250000837844;124750;eleito;2439;4003;0.60929;0.21858;90;1;1
655;2020;1;eleicao ordinaria;SP;3514304;63878;prefeito;PSDB;45;250000805648;1247269;nao eleito;2059;5301;0.38842;0.22316000000000003;92;0;1
656;2020;1;eleicao ordinaria;SP;3514304;63878;prefeito;PL;22;250001015042;1098912;eleito;3242;5301;0.61158;0.22316000000000003;90;1;1
657;2020;1;eleicao ordinaria;SP;3536109;68233;prefeito;PSDB;45;250000926338;120899;nao eleito;1674;4310;0.3884;0.2232;92;0;1
658;2020;1;eleicao ordinaria;SP;3536109;68233;prefeito;CIDADANIA;23;250000663705;1208777;eleito;2636;4310;0.6116;0.2232;87;1;1
659;2020;1;eleicao ordinaria;SP;3522000;65412;prefeito;PSDB;45;250001274550;1279606;eleito;939;2419;0.38818;0.02398;92;0;1
660;2020;1;eleicao ordinaria;SP;3522000;65412;prefeito;MDB;15;250000780490;422636;nao eleito;881;2419;0.3642;0.02398;91;1;1
661;2020;1;eleicao ordinaria;SP;3510500;63118;prefeito;PSDB;45;250000919163;36829;nao eleito;24964;64312;0.38817;0.034499999999999975;92;0;1
662;2020;1;eleicao ordinaria;SP;3510500;63118;prefeito;MDB;15;250000691685;1713188;eleito;27183;64312;0.42267;0.034499999999999975;91;1;1
663;2020;1;eleicao ordinaria;SP;3512605;63533;prefeito;PSDB;45;250000674740;1427369;nao eleito;1231;3180;0.38711;0.14621999999999996;92;0;1
664;2020;1;eleicao ordinaria;SP;3512605;63533;prefeito;DEM;25;250000750729;1582134;eleito;1696;3180;0.53333;0.14621999999999996;93;1;1
665;2020;1;eleicao ordinaria;SP;3504602;61913;prefeito;PSDB;45;250001077446;1132847;eleito;3613;9360;0.386;0.12777;92;0;1
666;2020;1;eleicao ordinaria;SP;3504602;61913;prefeito;PTB;14;250001004159;1071524;nao eleito;2417;9360;0.25823;0.12777;90;1;1
667;2020;1;eleicao ordinaria;SP;3512308;63479;prefeito;PSDB;45;250000935811;249233;eleito;3335;8645;0.38577;0.0008099999999999774;92;0;1
668;2020;1;eleicao ordinaria;SP;3512308;63479;prefeito;MDB;15;250000980490;1690467;nao eleito;3328;8645;0.38496;0.0008099999999999774;91;1;1
669;2020;1;eleicao ordinaria;SP;3542800;69574;prefeito;PSDB;45;250001210920;1427354;nao eleito;961;2505;0.38363;0.11536999999999997;92;0;1
670;2020;1;eleicao ordinaria;SP;3542800;69574;prefeito;DEM;25;250001093622;942491;eleito;1250;2505;0.499;0.11536999999999997;93;1;1
673;2020;1;eleicao ordinaria;SP;3550001;71013;prefeito;PSDB;45;250000699576;1382629;eleito;2845;7564;0.37612;0.017979999999999996;92;0;1
674;2020;1;eleicao ordinaria;SP;3550001;71013;prefeito;PL;22;250000975303;1383013;nao eleito;2709;7564;0.35814;0.017979999999999996;90;1;1
675;2020;1;eleicao ordinaria;SP;3523404;65692;prefeito;PSDB;45;250000997869;1680965;eleito;20503;54728;0.37463;0.01100000000000001;92;0;1
676;2020;1;eleicao ordinaria;SP;3523404;65692;prefeito;DEM;25;250001223539;79954;nao eleito;19901;54728;0.36363;0.01100000000000001;93;1;1
677;2020;1;eleicao ordinaria;SP;3529906;66990;prefeito;PSDB;45;250000891549;1588285;nao eleito;3992;10658;0.37455;0.07713000000000003;92;0;1
678;2020;1;eleicao ordinaria;SP;3529906;66990;prefeito;PL;22;250000751088;95162;eleito;4814;10658;0.45168;0.07713000000000003;90;1;1
679;2020;1;eleicao ordinaria;SP;3556107;72230;prefeito;PSDB;45;250001097582;1047604;eleito;2625;7030;0.3734;0.11351;92;0;1
680;2020;1;eleicao ordinaria;SP;3556107;72230;prefeito;PL;22;250000846050;1695593;nao eleito;1827;7030;0.25989;0.11351;90;1;1
681;2020;1;eleicao ordinaria;SP;3504800;61956;prefeito;PSDB;45;250001099689;1516862;nao eleito;2202;5929;0.37139;0.25722;92;0;1
682;2020;1;eleicao ordinaria;SP;3504800;61956;prefeito;MDB;15;250001106026;1774022;eleito;3727;5929;0.62861;0.25722;91;1;1
683;2020;1;eleicao ordinaria;SP;3526803;66370;prefeito;PSDB;45;250000748542;361004;nao eleito;12918;34857;0.3706;0.23403999999999997;92;0;1
684;2020;1;eleicao ordinaria;SP;3526803;66370;prefeito;DEM;25;250001015533;1632814;eleito;21076;34857;0.60464;0.23403999999999997;93;1;1
685;2020;1;eleicao ordinaria;SP;3531506;67318;prefeito;PSDB;45;250001105152;1426813;nao eleito;3793;10337;0.36693;0.26614000000000004;92;0;1
686;2020;1;eleicao ordinaria;SP;3531506;67318;prefeito;MDB;15;250001120587;1373324;eleito;6544;10337;0.63307;0.26614000000000004;91;1;1
687;2020;1;eleicao ordinaria;SP;3507902;62596;prefeito;PSDB;45;250000632466;1751722;nao eleito;4297;11823;0.36344;0.005920000000000036;92;0;1
688;2020;1;eleicao ordinaria;SP;3507902;62596;prefeito;DEM;25;250000634614;1513953;eleito;4367;11823;0.36936;0.005920000000000036;93;1;1
690;2020;1;eleicao ordinaria;SP;3534500;67911;prefeito;PSDB;45;250000754340;1395974;nao eleito;729;2088;0.34914;0.30172;92;0;1
691;2020;1;eleicao ordinaria;SP;3534500;67911;prefeito;PSD;55;250000970311;1688830;eleito;1359;2088;0.65086;0.30172;90;1;1
692;2020;1;eleicao ordinaria;SP;3542602;69531;prefeito;PSDB;45;250000766397;991038;eleito;10240;29475;0.34741;0.05397000000000002;92;0;1
693;2020;1;eleicao ordinaria;SP;3542602;69531;prefeito;PSD;55;250001036669;1653766;nao eleito;8649;29475;0.29344;0.05397000000000002;90;1;1
694;2020;1;eleicao ordinaria;SP;3533403;67695;prefeito;PSDB;45;250001155570;1710786;nao eleito;10192;29616;0.34414;0.06344;92;0;1
695;2020;1;eleicao ordinaria;SP;3533403;67695;prefeito;PSD;55;250001166210;1395605;eleito;12071;29616;0.40758;0.06344;90;1;1
696;2020;1;eleicao ordinaria;SP;3540705;69159;prefeito;PSDB;45;250001186996;1268679;nao eleito;9316;27387;0.34016;0.23412999999999995;92;0;1
697;2020;1;eleicao ordinaria;SP;3540705;69159;prefeito;PSD;55;250001082553;48685;eleito;15728;27387;0.57429;0.23412999999999995;90;1;1
700;2020;1;eleicao ordinaria;SP;3537107;68438;prefeito;PSDB;45;250000989375;705798;nao eleito;7270;21533;0.33762;0.028610000000000024;92;0;1
701;2020;1;eleicao ordinaria;SP;3537107;68438;prefeito;DEM;25;250001198007;568197;eleito;7886;21533;0.36623;0.028610000000000024;93;1;1
702;2020;1;eleicao ordinaria;SP;3552106;71439;prefeito;PSDB;45;250000659956;780619;nao eleito;6980;20836;0.335;0.27236;92;0;1
703;2020;1;eleicao ordinaria;SP;3552106;71439;prefeito;PTB;14;250000668701;1230506;eleito;12655;20836;0.60736;0.27236;90;1;1
704;2020;1;eleicao ordinaria;SP;3542305;69477;prefeito;PSDB;45;250000941626;1603070;nao eleito;1061;3199;0.33167;0.33665999999999996;92;0;1
705;2020;1;eleicao ordinaria;SP;3542305;69477;prefeito;PL;22;250000675732;1309009;eleito;2138;3199;0.66833;0.33665999999999996;90;1;1
706;2020;1;eleicao ordinaria;SP;3533809;67776;prefeito;PSDB;45;250001045484;851084;eleito;666;2017;0.33019;0.023299999999999987;92;0;1
707;2020;1;eleicao ordinaria;SP;3533809;67776;prefeito;PTB;14;250000680023;64243;nao eleito;619;2017;0.30689;0.023299999999999987;90;1;1
710;2020;1;eleicao ordinaria;SP;3546702;70351;prefeito;PSDB;45;250000794958;1420353;nao eleito;4154;12935;0.32114;0.032320000000000015;92;0;1
711;2020;1;eleicao ordinaria;SP;3546702;70351;prefeito;PL;22;250000743148;277355;eleito;4572;12935;0.35346;0.032320000000000015;90;1;1
712;2020;1;eleicao ordinaria;SP;3553906;71790;prefeito;PSDB;45;250001106720;1320243;nao eleito;1310;4093;0.32006;0.26361999999999997;92;0;1
713;2020;1;eleicao ordinaria;SP;3553906;71790;prefeito;PV;43;250001112415;1304722;eleito;2389;4093;0.58368;0.26361999999999997;68;1;1
714;2020;1;eleicao ordinaria;SP;3544251;61166;prefeito;PSDB;45;250001118775;1271599;nao eleito;3205;10082;0.31789;0.14144;92;0;1
715;2020;1;eleicao ordinaria;SP;3544251;61166;prefeito;PSD;55;250001195126;578704;eleito;4631;10082;0.45933;0.14144;90;1;1
716;2020;1;eleicao ordinaria;SP;3551207;71250;prefeito;PSDB;45;250000745202;1215460;nao eleito;770;2437;0.31596;0.23102;92;0;1
717;2020;1;eleicao ordinaria;SP;3551207;71250;prefeito;PTB;14;250000744037;1079758;eleito;1333;2437;0.54698;0.23102;90;1;1
718;2020;1;eleicao ordinaria;SP;3532702;67555;prefeito;PSDB;45;250001090363;1659954;eleito;961;3062;0.31385;0.002939999999999998;92;0;1
719;2020;1;eleicao ordinaria;SP;3532702;67555;prefeito;PTB;14;250000961425;1183665;nao eleito;952;3062;0.31091;0.002939999999999998;90;1;1
722;2020;1;eleicao ordinaria;SP;3516705;64351;prefeito;PSDB;45;250001267688;1585443;nao eleito;6938;22390;0.30987;0.1824;92;0;1
723;2020;1;eleicao ordinaria;SP;3516705;64351;prefeito;DEM;25;250000818094;1141774;eleito;11022;22390;0.49227;0.1824;93;1;1
726;2020;1;eleicao ordinaria;SP;3523503;65714;prefeito;PSDB;45;250000636886;77202;nao eleito;3070;9950;0.30854;0.34362;92;0;1
727;2020;1;eleicao ordinaria;SP;3523503;65714;prefeito;DEM;25;250000634634;370462;eleito;6489;9950;0.65216;0.34362;93;1;1
728;2020;1;eleicao ordinaria;SP;3503109;61611;prefeito;PSDB;45;250000819349;1288457;nao eleito;1351;4403;0.30684;0.08199000000000001;92;0;1
729;2020;1;eleicao ordinaria;SP;3503109;61611;prefeito;PTB;14;250000971758;1310921;eleito;1712;4403;0.38883;0.08199000000000001;90;1;1
734;2020;1;eleicao ordinaria;SP;3537909;68594;prefeito;PSDB;45;250000640254;1454028;nao eleito;4345;14705;0.29548;0.12498999999999999;92;0;1
735;2020;1;eleicao ordinaria;SP;3537909;68594;prefeito;DEM;25;250000640272;1349770;eleito;6183;14705;0.42047;0.12498999999999999;93;1;1
736;2020;1;eleicao ordinaria;SP;3533106;67636;prefeito;PSDB;45;250001082579;309468;nao eleito;496;1680;0.29524;0.12024000000000001;92;0;1
737;2020;1;eleicao ordinaria;SP;3533106;67636;prefeito;PV;43;250001074054;1680747;eleito;698;1680;0.41548;0.12024000000000001;68;1;1
738;2020;1;eleicao ordinaria;SP;3535507;68110;prefeito;PSDB;45;250001110966;1350653;nao eleito;6227;21159;0.2943;0.03658;92;0;1
739;2020;1;eleicao ordinaria;SP;3535507;68110;prefeito;PSD;55;250000891453;1313573;eleito;7001;21159;0.33088;0.03658;90;1;1
740;2020;1;eleicao ordinaria;SP;3500907;61174;prefeito;PSDB;45;250000868103;1420530;nao eleito;744;2528;0.2943;0.12223;92;0;1
741;2020;1;eleicao ordinaria;SP;3500907;61174;prefeito;DEM;25;250000967903;993686;eleito;1053;2528;0.41653;0.12223;93;1;1
742;2020;1;eleicao ordinaria;SP;3554508;71919;prefeito;PSDB;45;250000989037;542848;eleito;4944;17119;0.2888;0.02915000000000001;92;0;1
743;2020;1;eleicao ordinaria;SP;3554508;71919;prefeito;MDB;15;250000682165;1707507;nao eleito;4445;17119;0.25965;0.02915000000000001;91;1;1
744;2020;1;eleicao ordinaria;SP;3533007;67610;prefeito;PSDB;45;250001274338;1707537;nao eleito;3145;10939;0.2875;0.34702;92;0;1
745;2020;1;eleicao ordinaria;SP;3533007;67610;prefeito;PSD;55;250000677498;1107386;eleito;6941;10939;0.63452;0.34702;90;1;1
746;2020;1;eleicao ordinaria;SP;3537800;68578;prefeito;PSDB;45;250000674388;1743414;nao eleito;7396;25975;0.28474;0.28257;92;0;1
747;2020;1;eleicao ordinaria;SP;3537800;68578;prefeito;MDB;15;250000653680;1648729;eleito;14736;25975;0.56731;0.28257;91;1;1
748;2020;1;eleicao ordinaria;SP;3549102;70831;prefeito;PSDB;45;250001223354;1323580;nao eleito;12333;43345;0.28453;0.0022400000000000198;92;0;1
749;2020;1;eleicao ordinaria;SP;3549102;70831;prefeito;DEM;25;250000868109;1110646;eleito;12430;43345;0.28677;0.0022400000000000198;93;1;1
750;2020;1;eleicao ordinaria;SP;3557006;72435;prefeito;PSDB;45;250001015054;1768929;eleito;14719;51912;0.28354;0.05521000000000001;92;0;1
751;2020;1;eleicao ordinaria;SP;3557006;72435;prefeito;DEM;25;250000752768;1311457;nao eleito;11853;51912;0.22833;0.05521000000000001;93;1;1
754;2020;1;eleicao ordinaria;SP;3507100;62413;prefeito;PSDB;45;250001001089;1365281;nao eleito;3502;12683;0.27612;0.14894000000000002;92;0;1
755;2020;1;eleicao ordinaria;SP;3507100;62413;prefeito;DEM;25;250000719061;1495477;eleito;5391;12683;0.42506;0.14894000000000002;93;1;1
756;2020;1;eleicao ordinaria;SP;3540507;69116;prefeito;PSDB;45;250000951908;1320722;nao eleito;1367;4951;0.27611;0.2656;92;0;1
757;2020;1;eleicao ordinaria;SP;3540507;69116;prefeito;PL;22;250001217955;1046248;eleito;2682;4951;0.54171;0.2656;90;1;1
758;2020;1;eleicao ordinaria;SP;3533502;67717;prefeito;PSDB;45;250000838702;214281;nao eleito;5408;19715;0.27431;0.41156;92;0;1
759;2020;1;eleicao ordinaria;SP;3533502;67717;prefeito;PL;22;250000807292;1510012;eleito;13522;19715;0.68587;0.41156;90;1;1
760;2020;1;eleicao ordinaria;SP;3509106;62839;prefeito;PSDB;45;250000866373;1116597;nao eleito;847;3104;0.27287;0.45426000000000005;92;0;1
761;2020;1;eleicao ordinaria;SP;3509106;62839;prefeito;PTB;14;250000967133;1180308;eleito;2257;3104;0.72713;0.45426000000000005;90;1;1
762;2020;2;eleicao ordinaria;SP;3541000;69213;prefeito;PSDB;45;250000663009;786745;eleito;75739;282875;0.26775;0.03520999999999999;92;0;1
763;2020;2;eleicao ordinaria;SP;3541000;69213;prefeito;PSL;17;250000867103;38460;nao eleito;65780;282875;0.23254;0.03520999999999999;97;1;1
764;2020;1;eleicao ordinaria;SP;3507209;62430;prefeito;PSDB;45;250000633525;1483142;nao eleito;241;909;0.26513;0.28603;92;0;1
765;2020;1;eleicao ordinaria;SP;3507209;62430;prefeito;PTB;14;250000635646;1327051;eleito;501;909;0.55116;0.28603;90;1;1
766;2020;1;eleicao ordinaria;SP;3553609;71730;prefeito;PSDB;45;250000644055;1423069;nao eleito;1823;7219;0.25253;0.31583;92;0;1
767;2020;1;eleicao ordinaria;SP;3553609;71730;prefeito;CIDADANIA;23;250000808229;1498438;eleito;4103;7219;0.56836;0.31583;87;1;1
768;2020;1;eleicao ordinaria;SP;3554300;71870;prefeito;PSDB;45;250001115872;1458364;nao eleito;3211;12788;0.25109;0.05537000000000003;92;0;1
769;2020;1;eleicao ordinaria;SP;3554300;71870;prefeito;PSD;55;250001270527;310980;eleito;3919;12788;0.30646;0.05537000000000003;90;1;1
770;2020;1;eleicao ordinaria;SP;3519600;64939;prefeito;PSDB;45;250001000082;947960;nao eleito;6964;28537;0.24403;0.4326;92;0;1
771;2020;1;eleicao ordinaria;SP;3519600;64939;prefeito;MDB;15;250000800135;496838;eleito;19309;28537;0.67663;0.4326;91;1;1
772;2020;1;eleicao ordinaria;SP;3521309;65277;prefeito;PSDB;45;250000911045;1312332;nao eleito;2167;8998;0.24083;0.30007000000000006;92;0;1
773;2020;1;eleicao ordinaria;SP;3521309;65277;prefeito;PTB;14;250000639485;1525959;eleito;4867;8998;0.5409;0.30007000000000006;90;1;1
